environment,company_id,month,transaction_count,transaction_volume_usd,top5_customer_concentration_pct,anomaly_flag
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-05-01,244,36151.0,0.55,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-06-01,236,45479.0,0.76,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-07-01,145,41189.0,0.84,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-08-01,233,38291.0,0.61,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-09-01,85,29392.0,0.96,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-10-01,159,47089.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-11-01,127,21096.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-12-01,67,24515.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2026-01-01,57,16955.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2026-02-01,27,8851.0,0.96,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2026-03-01,23,5108.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2026-04-01,15,3864.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2026-05-01,22,3828.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2026-06-01,8,1955.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2026-07-01,7,2729.0,0.96,0
