environment,company_id,month,revenue_usd,cogs_usd,gross_margin_pct,opex_usd,ebitda_usd,cash_balance_usd,accounts_receivable_days,accounts_payable_days,inventory_turnover_days
Realistic Baseline,OXC-014,2025-01-01,77865.0,59421.0,0.237,16132.0,2313.0,101985.0,55.7,25.4,26.3
Realistic Baseline,OXC-014,2025-02-01,67294.0,53241.0,0.209,9822.0,4232.0,103720.0,50.9,33.6,38.8
Realistic Baseline,OXC-014,2025-03-01,55323.0,44058.0,0.204,10695.0,570.0,102650.0,51.5,37.0,22.0
Realistic Baseline,OXC-014,2025-04-01,71332.0,58285.0,0.183,12273.0,775.0,98363.0,50.1,39.0,36.0
Realistic Baseline,OXC-014,2025-05-01,66941.0,54889.0,0.18,10183.0,1869.0,105208.0,49.7,33.4,25.1
Realistic Baseline,OXC-014,2025-06-01,62789.0,50505.0,0.196,11836.0,448.0,103735.0,49.8,25.5,30.2
Realistic Baseline,OXC-014,2025-07-01,55664.0,48725.0,0.125,9071.0,-2132.0,100237.0,50.1,38.9,31.5
Realistic Baseline,OXC-014,2025-08-01,69878.0,61390.0,0.121,12188.0,-3700.0,94905.0,50.4,41.7,34.5
Realistic Baseline,OXC-014,2025-09-01,67794.0,56417.0,0.168,9105.0,2272.0,97832.0,51.5,25.7,43.8
Realistic Baseline,OXC-014,2025-10-01,73475.0,53615.0,0.27,10045.0,9815.0,106895.0,54.8,47.8,38.9
Realistic Baseline,OXC-014,2025-11-01,67956.0,54455.0,0.199,12832.0,670.0,100110.0,57.2,44.1,24.6
Realistic Baseline,OXC-014,2025-12-01,61866.0,48933.0,0.209,9861.0,3073.0,96961.0,53.3,48.4,38.8
Realistic Baseline,OXC-014,2026-01-01,81372.0,69037.0,0.152,17678.0,-5343.0,93831.0,51.8,32.2,40.7
Realistic Baseline,OXC-014,2026-02-01,74257.0,58237.0,0.216,11374.0,4647.0,92721.0,51.2,46.9,37.7
Realistic Baseline,OXC-014,2026-03-01,73546.0,57188.0,0.222,11311.0,5047.0,95554.0,53.1,35.5,43.9
Realistic Baseline,OXC-014,2026-04-01,70752.0,56554.0,0.201,12176.0,2022.0,94617.0,54.7,43.2,26.9
Realistic Baseline,OXC-014,2026-05-01,78578.0,69078.0,0.121,13226.0,-3725.0,89975.0,52.8,46.9,28.4
Realistic Baseline,OXC-014,2026-06-01,75793.0,60468.0,0.202,10404.0,4920.0,94883.0,50.5,31.6,31.0
Realistic Baseline,OXC-014,2026-07-01,86673.0,62651.0,0.277,13053.0,10969.0,95732.0,47.0,45.4,36.1
Realistic Baseline,OXC-015,2024-08-01,184096.0,139469.0,0.242,32130.0,12497.0,247452.0,52.6,48.1,23.0
Realistic Baseline,OXC-015,2024-09-01,149337.0,105815.0,0.291,32373.0,11148.0,248983.0,50.8,35.5,41.3
Realistic Baseline,OXC-015,2024-10-01,177743.0,124645.0,0.299,37109.0,15989.0,256259.0,47.9,26.0,35.8
Realistic Baseline,OXC-015,2024-11-01,131217.0,90333.0,0.312,24229.0,16655.0,265471.0,47.1,31.6,44.1
Realistic Baseline,OXC-015,2024-12-01,172948.0,137173.0,0.207,33560.0,2215.0,259255.0,49.4,49.7,34.7
Realistic Baseline,OXC-015,2025-01-01,207693.0,153691.0,0.26,43056.0,10946.0,266767.0,52.9,44.4,21.2
Realistic Baseline,OXC-015,2025-02-01,180550.0,133046.0,0.263,35007.0,12497.0,264666.0,54.7,35.6,43.8
Realistic Baseline,OXC-015,2025-03-01,184495.0,141618.0,0.232,25686.0,17191.0,277561.0,56.1,40.4,32.3
Realistic Baseline,OXC-015,2025-04-01,155415.0,116325.0,0.252,21438.0,17652.0,289047.0,60.6,48.4,37.1
Realistic Baseline,OXC-015,2025-05-01,161468.0,117020.0,0.275,24337.0,20111.0,300601.0,60.6,27.8,34.2
Realistic Baseline,OXC-015,2025-06-01,143546.0,110786.0,0.228,26957.0,5802.0,295958.0,59.8,47.3,28.9
Realistic Baseline,OXC-015,2025-07-01,158596.0,113023.0,0.287,28032.0,17541.0,298033.0,59.1,45.8,41.8
Realistic Baseline,OXC-015,2025-08-01,139194.0,109949.0,0.21,26947.0,2299.0,301661.0,60.5,38.6,32.7
Realistic Baseline,OXC-015,2025-09-01,125493.0,84222.0,0.329,19910.0,21361.0,315973.0,62.4,48.7,39.4
Realistic Baseline,OXC-015,2025-10-01,116900.0,90965.0,0.222,21490.0,4446.0,313350.0,60.1,33.2,43.8
Realistic Baseline,OXC-015,2025-11-01,110934.0,82800.0,0.254,21764.0,6370.0,311913.0,62.5,42.3,25.9
Realistic Baseline,OXC-015,2025-12-01,101560.0,71946.0,0.292,13587.0,16026.0,316169.0,64.7,27.3,42.2
Realistic Baseline,OXC-015,2026-01-01,101657.0,81341.0,0.2,22160.0,-1844.0,305686.0,62.3,42.2,44.2
Realistic Baseline,OXC-015,2026-02-01,108071.0,79348.0,0.266,21073.0,7651.0,305733.0,62.0,35.8,23.3
Realistic Baseline,OXC-015,2026-03-01,111750.0,81867.0,0.267,14223.0,15660.0,306707.0,59.9,29.4,29.8
Realistic Baseline,OXC-015,2026-04-01,96708.0,71970.0,0.256,13078.0,11659.0,306901.0,59.4,37.9,28.2
Realistic Baseline,OXC-015,2026-05-01,105601.0,78466.0,0.257,19438.0,7698.0,307934.0,59.2,47.5,22.6
Realistic Baseline,OXC-015,2026-06-01,98201.0,71007.0,0.277,19458.0,7736.0,306347.0,63.3,28.7,43.5
Realistic Baseline,OXC-015,2026-07-01,99918.0,77635.0,0.223,17865.0,4419.0,306517.0,66.3,37.4,28.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2024-08-01,158016.0,102755.0,0.35,25461.0,29800.0,213230.0,38.3,31.7,27.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2024-09-01,155864.0,93919.0,0.397,19152.0,42793.0,240989.0,38.4,25.2,20.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2024-10-01,160610.0,106618.0,0.336,34402.0,19590.0,240573.0,35.1,40.7,23.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2024-11-01,162893.0,117817.0,0.277,29699.0,15377.0,242418.0,34.4,31.6,20.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2024-12-01,219730.0,150732.0,0.314,43898.0,25100.0,240154.0,36.9,42.0,23.4
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2025-01-01,194952.0,128527.0,0.341,36496.0,29930.0,252044.0,36.6,39.5,27.4
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2025-02-01,173866.0,124788.0,0.282,27076.0,22002.0,260797.0,36.4,27.1,25.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2025-03-01,145785.0,97526.0,0.331,25278.0,22981.0,269558.0,34.6,37.8,35.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2025-04-01,180213.0,133868.0,0.257,37962.0,8382.0,269447.0,35.8,34.3,38.6
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2025-05-01,229264.0,167446.0,0.27,35598.0,26221.0,284055.0,35.9,34.8,21.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2025-06-01,241287.0,147345.0,0.389,31837.0,62105.0,316545.0,35.5,42.6,33.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2025-07-01,198993.0,121296.0,0.39,42769.0,34927.0,333303.0,37.4,33.0,43.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2025-08-01,190625.0,158955.0,0.166,30589.0,1080.0,324165.0,39.2,39.4,23.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2025-09-01,145971.0,96775.0,0.337,19960.0,29236.0,332737.0,40.0,25.3,25.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2025-10-01,174085.0,128271.0,0.263,34314.0,11499.0,327452.0,41.9,48.8,41.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2025-11-01,225218.0,170927.0,0.241,48828.0,5463.0,325249.0,40.6,26.5,39.3
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2025-12-01,165465.0,120638.0,0.271,21954.0,22874.0,334368.0,43.4,27.5,35.3
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2026-01-01,193194.0,131913.0,0.317,24624.0,36657.0,352127.0,44.7,43.1,22.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2026-02-01,262810.0,178623.0,0.32,50180.0,34006.0,362686.0,44.5,42.4,37.6
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2026-03-01,208098.0,138216.0,0.336,25525.0,44357.0,386237.0,44.2,44.5,38.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2026-04-01,243720.0,158538.0,0.35,43152.0,42031.0,403554.0,43.6,36.0,26.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2026-05-01,406652.0,293329.0,0.279,85239.0,28084.0,413802.0,42.9,34.1,26.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2026-06-01,285228.0,237628.0,0.167,62505.0,-14905.0,392012.0,43.4,35.3,25.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-001,2026-07-01,291666.0,213480.0,0.268,48357.0,29829.0,401597.0,45.4,48.5,30.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2024-08-01,34458.0,19004.0,0.449,4656.0,10799.0,182748.0,31.2,41.5,26.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2024-09-01,39645.0,25760.0,0.35,7667.0,6218.0,191011.0,30.5,45.4,20.3
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2024-10-01,24996.0,18500.0,0.26,3424.0,3072.0,190253.0,30.2,40.1,28.0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2024-11-01,35976.0,22292.0,0.38,6043.0,7642.0,184476.0,29.0,39.0,43.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2024-12-01,35547.0,20901.0,0.412,4562.0,10084.0,191579.0,30.2,39.8,31.0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-01-01,47827.0,30271.0,0.367,6197.0,11359.0,191917.0,30.0,31.4,23.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-02-01,48931.0,37558.0,0.232,10708.0,664.0,194431.0,32.6,32.6,29.3
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-03-01,43964.0,35105.0,0.202,6389.0,2470.0,190304.0,35.4,28.2,38.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-04-01,59103.0,39748.0,0.327,8561.0,10794.0,194657.0,33.6,39.4,44.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-05-01,47443.0,28360.0,0.402,8696.0,10387.0,198902.0,34.2,38.0,20.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-06-01,64333.0,42941.0,0.333,13167.0,8225.0,203570.0,34.2,41.5,29.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-07-01,50387.0,33777.0,0.33,7397.0,9213.0,199437.0,34.2,36.8,38.4
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-08-01,56213.0,34193.0,0.392,9550.0,12470.0,201791.0,34.9,29.2,33.6
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-09-01,38122.0,23992.0,0.371,7906.0,6224.0,203447.0,32.6,34.5,32.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-10-01,35088.0,21031.0,0.401,5666.0,8390.0,205474.0,33.2,34.9,29.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-11-01,34221.0,19674.0,0.425,4689.0,9858.0,216544.0,34.4,30.6,39.6
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2025-12-01,35369.0,22860.0,0.354,5268.0,7241.0,222836.0,37.5,36.0,21.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2026-01-01,34456.0,22484.0,0.347,5739.0,6233.0,223780.0,37.8,44.0,44.6
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2026-02-01,37453.0,26038.0,0.305,6963.0,4453.0,223301.0,38.5,34.5,34.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2026-03-01,32120.0,20195.0,0.371,5566.0,6359.0,224109.0,39.4,49.0,22.3
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2026-04-01,29636.0,21307.0,0.281,4382.0,3947.0,228575.0,39.5,39.6,44.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2026-05-01,41886.0,30374.0,0.275,7350.0,4162.0,234215.0,38.3,38.6,31.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2026-06-01,33685.0,21693.0,0.356,7076.0,4915.0,236445.0,38.1,25.1,42.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-002,2026-07-01,38175.0,23433.0,0.386,4685.0,10057.0,242457.0,41.4,44.7,33.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2024-08-01,119796.0,92909.0,0.224,21041.0,5845.0,103538.0,36.7,41.7,27.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2024-09-01,139296.0,96513.0,0.307,24581.0,18203.0,109530.0,35.8,30.2,39.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2024-10-01,160035.0,124776.0,0.22,20226.0,15033.0,113542.0,36.4,42.1,37.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2024-11-01,188319.0,124762.0,0.337,38007.0,25550.0,120496.0,36.9,38.8,22.4
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2024-12-01,207462.0,163836.0,0.21,35128.0,8497.0,122229.0,35.1,48.1,44.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-01-01,166686.0,101638.0,0.39,25629.0,39420.0,141586.0,40.7,44.7,33.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-02-01,263380.0,226123.0,0.141,38159.0,-902.0,144367.0,40.5,40.2,38.0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-03-01,184211.0,128953.0,0.3,33905.0,21353.0,146699.0,41.6,44.4,24.3
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-04-01,213593.0,137996.0,0.354,44751.0,30846.0,158393.0,40.9,42.0,41.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-05-01,177205.0,135171.0,0.237,28608.0,13426.0,161325.0,41.3,32.8,20.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-06-01,207396.0,159247.0,0.232,39607.0,8542.0,161853.0,41.5,40.1,22.6
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-07-01,150450.0,113925.0,0.243,22646.0,13880.0,170866.0,43.5,37.1,35.4
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-08-01,183599.0,153359.0,0.165,27103.0,3136.0,177276.0,43.0,38.1,25.4
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-09-01,169972.0,111690.0,0.343,29855.0,28428.0,189298.0,39.6,31.2,27.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-10-01,166579.0,120588.0,0.276,27918.0,18073.0,192560.0,37.0,37.1,36.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-11-01,196533.0,158432.0,0.194,31192.0,6908.0,199519.0,39.8,30.4,44.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2025-12-01,123998.0,76155.0,0.386,16982.0,30860.0,208615.0,43.0,35.5,36.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2026-01-01,165338.0,108892.0,0.341,25055.0,31391.0,226143.0,42.8,25.3,29.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2026-02-01,179966.0,100364.0,0.442,30338.0,49265.0,255432.0,46.7,31.4,20.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2026-03-01,144855.0,91171.0,0.371,26372.0,27312.0,266251.0,46.9,34.1,38.3
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2026-04-01,190059.0,130368.0,0.314,24658.0,35033.0,279474.0,46.3,26.2,38.0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2026-05-01,187609.0,154620.0,0.176,36909.0,-3919.0,272329.0,46.4,26.5,39.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2026-06-01,166906.0,128416.0,0.231,24339.0,14151.0,273967.0,46.6,42.6,26.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-003,2026-07-01,242255.0,195825.0,0.192,40170.0,6259.0,275314.0,48.5,39.9,34.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2024-08-01,103046.0,72998.0,0.292,15177.0,14870.0,91426.0,36.4,25.4,41.4
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2024-09-01,71284.0,48943.0,0.313,15282.0,7059.0,90525.0,35.7,48.9,22.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2024-10-01,112686.0,84036.0,0.254,24625.0,4025.0,95538.0,34.1,48.3,23.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2024-11-01,98254.0,71199.0,0.275,14240.0,12816.0,100026.0,30.3,34.1,38.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2024-12-01,88089.0,63540.0,0.279,10605.0,13944.0,105394.0,30.1,49.2,23.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2025-01-01,94814.0,58229.0,0.386,15687.0,20898.0,119520.0,32.3,28.3,38.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2025-02-01,122065.0,87486.0,0.283,21751.0,12827.0,118398.0,31.0,37.8,22.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2025-03-01,115560.0,77519.0,0.329,15293.0,22748.0,126656.0,35.4,53.8,20.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2025-04-01,116015.0,77725.0,0.33,20533.0,17757.0,135898.0,36.0,45.7,23.6
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2025-05-01,136099.0,105820.0,0.222,28391.0,1888.0,129261.0,34.3,51.0,33.6
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2025-06-01,105459.0,74750.0,0.291,12948.0,17761.0,131211.0,31.4,44.8,39.6
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2025-07-01,84569.0,74405.0,0.12,13941.0,-3777.0,123507.0,30.8,33.7,50.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2025-08-01,101814.0,90426.0,0.112,16882.0,-5494.0,119896.0,30.9,33.4,30.3
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2025-09-01,65354.0,55795.0,0.146,12333.0,-2774.0,116194.0,32.5,45.1,38.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2025-10-01,60364.0,47788.0,0.208,11935.0,640.0,115138.0,33.2,34.5,33.3
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2025-11-01,40329.0,30646.0,0.24,5343.0,4340.0,114065.0,28.4,51.0,46.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2025-12-01,39052.0,33322.0,0.147,7990.0,-2260.0,112382.0,29.5,37.4,45.6
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2026-01-01,35220.0,31318.0,0.111,4644.0,-742.0,102072.0,30.8,43.3,36.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2026-02-01,24998.0,23264.0,0.069,3253.0,-1519.0,100822.0,35.2,48.3,39.0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2026-03-01,28829.0,23756.0,0.176,4649.0,425.0,101465.0,35.3,38.4,38.4
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2026-04-01,15361.0,15207.0,0.01,2510.0,-2357.0,96949.0,35.1,39.0,26.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2026-05-01,13548.0,13136.0,0.03,1627.0,-1215.0,89783.0,35.6,49.6,33.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2026-06-01,11048.0,10928.0,0.011,2127.0,-2007.0,92948.0,35.2,55.9,32.0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2026-07-01,8446.0,8361.0,0.01,1089.0,-1004.0,92069.0,39.2,42.5,27.4
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2024-08-01,161909.0,100361.0,0.38,21890.0,39657.0,100249.0,45.1,36.2,33.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2024-09-01,135269.0,106060.0,0.216,26082.0,3126.0,99456.0,44.7,44.5,29.4
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2024-10-01,161048.0,100559.0,0.376,34776.0,25713.0,106781.0,47.9,44.0,35.3
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2024-11-01,194121.0,146212.0,0.247,33172.0,14737.0,115133.0,50.1,47.9,26.4
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2024-12-01,226204.0,163610.0,0.277,36967.0,25627.0,122919.0,46.9,25.2,34.0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-01-01,163510.0,104659.0,0.36,29096.0,29756.0,138671.0,50.6,49.6,31.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-02-01,147004.0,93886.0,0.361,30248.0,22870.0,151345.0,49.3,41.6,31.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-03-01,105405.0,64523.0,0.388,15467.0,25414.0,156553.0,48.2,36.1,44.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-04-01,177852.0,131604.0,0.26,21858.0,24390.0,166632.0,46.2,46.1,22.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-05-01,124982.0,85894.0,0.313,17252.0,21836.0,171147.0,49.7,39.3,31.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-06-01,137219.0,92226.0,0.328,17938.0,27055.0,189309.0,46.4,43.0,37.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-07-01,101902.0,64465.0,0.367,12694.0,24743.0,197393.0,46.0,30.6,29.4
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-08-01,99457.0,64773.0,0.349,18512.0,16173.0,208556.0,43.6,28.5,20.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-09-01,105193.0,67482.0,0.358,16632.0,21079.0,220601.0,41.3,35.5,36.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-10-01,101369.0,68213.0,0.327,17856.0,15301.0,226059.0,40.8,27.4,36.3
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-11-01,103208.0,71026.0,0.312,21645.0,10537.0,234770.0,40.1,36.8,34.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-12-01,123926.0,89810.0,0.275,16254.0,17863.0,239656.0,37.4,40.4,24.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2026-01-01,94122.0,60280.0,0.36,16153.0,17689.0,244307.0,38.5,25.1,44.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2026-02-01,112132.0,90815.0,0.19,24181.0,-2864.0,233163.0,38.6,34.6,36.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2026-03-01,107014.0,66391.0,0.38,18386.0,22237.0,237663.0,38.7,40.9,36.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2026-04-01,78928.0,56785.0,0.281,16465.0,5678.0,241921.0,37.5,47.6,41.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2026-05-01,115367.0,80584.0,0.302,19278.0,15506.0,247805.0,37.4,26.5,43.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2026-06-01,96059.0,63288.0,0.341,13869.0,18902.0,265419.0,36.2,35.8,42.3
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2026-07-01,83940.0,61514.0,0.267,13176.0,9250.0,264607.0,33.2,46.7,20.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2024-08-01,88071.0,46150.0,0.476,11560.0,30361.0,129379.0,42.2,41.1,27.4
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2024-09-01,85133.0,61092.0,0.282,13453.0,10588.0,130846.0,42.5,28.4,21.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2024-10-01,111965.0,71145.0,0.365,15622.0,25198.0,143957.0,44.6,33.4,43.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2024-11-01,117039.0,88262.0,0.246,25172.0,3605.0,132296.0,43.9,28.6,20.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2024-12-01,136619.0,81384.0,0.404,21731.0,33504.0,149593.0,41.5,29.2,34.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2025-01-01,122819.0,87118.0,0.291,16755.0,18946.0,155594.0,38.5,34.6,30.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2025-02-01,96262.0,59981.0,0.377,18323.0,17958.0,159927.0,37.8,41.7,35.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2025-03-01,87800.0,67688.0,0.229,11073.0,9038.0,160097.0,37.8,44.5,50.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2025-04-01,62960.0,43248.0,0.313,9774.0,9939.0,162072.0,38.4,44.8,50.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2025-05-01,40350.0,32757.0,0.188,5879.0,1713.0,159766.0,35.3,44.4,29.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2025-06-01,56582.0,44391.0,0.215,9382.0,2809.0,153489.0,33.5,57.9,43.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2025-07-01,40321.0,35070.0,0.13,8308.0,-3057.0,150687.0,32.6,46.4,43.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2025-08-01,59916.0,43549.0,0.273,11605.0,4762.0,145961.0,35.9,44.9,48.3
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2025-09-01,43210.0,34387.0,0.204,5741.0,3082.0,151709.0,35.6,40.8,50.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2025-10-01,32440.0,27430.0,0.154,7030.0,-2020.0,148788.0,35.7,35.6,32.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2025-11-01,30365.0,29174.0,0.039,3765.0,-2574.0,148303.0,34.3,53.7,39.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2025-12-01,17122.0,15458.0,0.097,3313.0,-1649.0,144140.0,33.0,45.7,39.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2026-01-01,10809.0,9522.0,0.119,1689.0,-401.0,146334.0,32.9,57.9,46.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2026-02-01,6342.0,5514.0,0.131,976.0,-148.0,144782.0,37.4,53.2,50.6
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2026-03-01,5608.0,4455.0,0.206,820.0,333.0,147588.0,41.1,55.0,30.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2026-04-01,3000.0,2830.0,0.057,442.0,-272.0,146761.0,41.5,36.1,30.3
